10/06/2016 23:18:53 ; 123345;123.100;4.123
10/06/2016 23:18:53 ; 123345;123.100;4.123
10/06/2016 23:18:54 ; 123345;123.100;4.123
10/06/2016 23:18:55 ; 123345;123.100;4.123
10/06/2016 23:18:56 ; 123345;123.100;4.123
10/06/2016 23:18:57 ; 123345;123.100;4.123
10/06/2016 23:18:58 ; 123345;123.100;4.123
10/06/2016 23:18:59 ; 123345;123.100;4.123
10/06/2016 23:19:00 ; 123345;123.100;4.123
10/06/2016 23:19:01 ; 123345;123.100;4.123
10/06/2016 23:19:02 ; 123345;123.100;4.123
10/06/2016 23:19:03 ; 123345;123.100;4.123
10/06/2016 23:19:04 ; 123345;123.100;4.123
10/06/2016 23:19:05 ; 123345;123.100;4.123
10/06/2016 23:19:06 ; 123345;123.100;4.123
10/06/2016 23:19:07 ; 123345;123.100;4.123
10/06/2016 23:19:08 ; 123345;123.100;4.123
10/06/2016 23:19:09 ; 123345;123.100;4.123
10/06/2016 23:19:10 ; 123345;123.100;4.123
10/06/2016 23:19:11 ; 123345;123.100;4.123
10/06/2016 23:19:12 ; 123345;123.100;4.123
10/06/2016 23:19:13 ; 123345;123.100;4.123
10/06/2016 23:19:14 ; 123345;123.100;4.123
10/06/2016 23:19:15 ; 123345;123.100;4.123
10/06/2016 23:19:16 ; 123345;123.100;4.123
10/06/2016 23:19:17 ; 123345;123.100;4.123
10/06/2016 23:19:18 ; 123345;123.100;4.123
10/06/2016 23:19:19 ; 123345;123.100;4.123
10/06/2016 23:19:20 ; 123345;123.100;4.123
10/06/2016 23:19:21 ; 123345;123.100;4.123
10/06/2016 23:19:22 ; 123345;123.100;4.123
10/06/2016 23:19:23 ; 123345;123.100;4.123
10/06/2016 23:19:24 ; 123345;123.100;4.123
10/06/2016 23:19:25 ; 123345;123.100;4.123
10/06/2016 23:19:26 ; 123345;123.100;4.123
10/06/2016 23:19:27 ; 123345;123.100;4.123
10/06/2016 23:19:28 ; 123345;123.100;4.123
10/06/2016 23:19:29 ; 123345;123.100;4.123
10/06/2016 23:19:30 ; 123345;123.100;4.123
10/06/2016 23:19:31 ; 123345;123.100;4.123
10/06/2016 23:19:32 ; 123345;123.100;4.123
10/06/2016 23:19:33 ; 123345;123.100;4.123
10/06/2016 23:19:34 ; 123345;123.100;4.123
10/06/2016 23:19:35 ; 123345;123.100;4.123
10/06/2016 23:19:36 ; 123345;123.100;4.123
10/06/2016 23:19:37 ; 123345;123.100;4.123
10/06/2016 23:19:38 ; 123345;123.100;4.123
10/06/2016 23:19:39 ; 123345;123.100;4.123
10/06/2016 23:19:40 ; 123345;123.100;4.123
10/06/2016 23:19:41 ; 123345;123.100;4.123
10/06/2016 23:19:42 ; 123345;123.100;4.123
10/06/2016 23:19:43 ; 123345;123.100;4.123
10/06/2016 23:19:44 ; 123345;123.100;4.123
10/06/2016 23:19:45 ; 123345;123.100;4.123
10/06/2016 23:19:46 ; 123345;123.100;4.123
10/06/2016 23:19:47 ; 123345;123.100;4.123
10/06/2016 23:19:48 ; 123345;123.100;4.123
10/06/2016 23:19:49 ; 123345;123.100;4.123
10/06/2016 23:19:50 ; 123345;123.100;4.123
10/06/2016 23:19:51 ; 123345;123.100;4.123
10/06/2016 23:19:52 ; 123345;123.100;4.123
10/06/2016 23:19:53 ; 123345;123.100;4.123
10/06/2016 23:19:54 ; 123345;123.100;4.123
10/06/2016 23:19:55 ; 123345;123.100;4.123
10/06/2016 23:19:56 ; 123345;123.100;4.123
10/06/2016 23:19:57 ; 123345;123.100;4.123
10/06/2016 23:19:58 ; 123345;123.100;4.123
